Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,WPts,LPts,WPos,LPos,Pos,WOffRtg,LOffRtg,WDefRtg,LDefRtg,WNetRtg,LNetRtg,WAstR,LAstR,WTOR,LTOR,WTSP,LTSP,WeFGP,LeFGP,WFTAR,LFTAR,WORP,LORP,WDRP,LDRP,WRP,LRP,WPIE,LPIE
2007,136,1231,70,1211,57,N,0,23,58,9,25,15,16,12,33,15,13,3,2,14,19,56,7,19,12,16,6,24,14,10,6,5,17,70,57,63.3984,64.3584,63.8784,109.58320809538122,89.23204087766757,89.23204087766757,109.58320809538122,20.351167217713652,-20.351167217713652,16.122098022355974,16.084558823529413,16.084558823529413,16.084558823529413,53.8130381303813,45.20939086294416,0.47413793103448276,0.4017857142857143,0.27586206896551724,0.2857142857142857,0.3333333333333333,0.15384615384615385,0.8461538461538461,0.6666666666666666,0.6,0.48,0.6280193236714976,0.3719806763285024
2007,136,1257,78,1390,58,N,0,25,51,7,17,21,28,8,18,12,13,11,1,25,21,51,3,12,13,27,17,20,10,21,2,1,22,78,58,65.5872,64.20479999999999,64.89599999999999,120.19230769230771,89.37376725838266,89.37376725838266,120.19230769230771,30.81854043392505,-30.81854043392505,13.58695652173913,10.651896037494675,10.651896037494675,10.651896037494675,61.59191408717625,46.11959287531806,0.5588235294117647,0.4411764705882353,0.5490196078431373,0.5294117647058824,0.2857142857142857,0.4857142857142857,0.5142857142857142,0.7142857142857143,0.4126984126984127,0.4444444444444444,0.813953488372093,0.18604651162790697
2007,136,1268,82,1172,70,N,0,31,68,6,17,14,19,19,35,19,22,8,4,15,24,70,10,37,12,14,13,22,17,17,13,2,17,82,70,76.1856,76.9536,76.5696,107.0921096623203,91.42009361417587,91.42009361417587,107.0921096623203,15.672016048144428,-15.672016048144428,16.189502385821406,15.4320987654321,15.4320987654321,15.4320987654321,53.69303300157151,45.95588235294118,0.5,0.4142857142857143,0.27941176470588236,0.2,0.4634146341463415,0.2708333333333333,0.7291666666666666,0.5365853658536586,0.6067415730337079,0.4606741573033708,0.6169354838709677,0.38306451612903225
2007,136,1277,61,1266,49,N,0,22,41,4,10,13,15,4,24,17,15,6,3,18,15,47,10,29,9,15,12,17,7,15,6,4,19,61,49,56.256,54.33599999999999,55.29599999999999,110.31539351851853,88.61400462962963,88.61400462962963,110.31539351851853,21.7013888888889,-21.7013888888889,21.35678391959799,9.25925925925926,9.25925925925926,9.25925925925926,64.07563025210084,45.708955223880594,0.5853658536585366,0.425531914893617,0.36585365853658536,0.3191489361702128,0.19047619047619047,0.3333333333333333,0.6666666666666666,0.8095238095238095,0.49122807017543857,0.3684210526315789,0.7931034482758621,0.20689655172413793
2007,136,1314,86,1184,65,N,0,37,57,6,13,6,11,11,27,24,22,7,6,8,28,59,6,22,3,6,6,10,14,16,12,1,13,86,65,69.9264,68.7744,69.35040000000001,124.00793650793649,93.72692875599851,93.72692875599851,124.00793650793649,30.281007751937977,-30.281007751937977,22.255192878338278,15.277171540811873,15.277171540811873,15.277171540811873,69.53428201811126,52.7255029201817,0.7017543859649122,0.5254237288135594,0.19298245614035087,0.1016949152542373,0.5238095238095238,0.18181818181818182,0.8181818181818182,0.47619047619047616,0.7037037037037037,0.3888888888888889,0.7014388489208633,0.29856115107913667
2007,136,1326,78,1148,57,N,0,28,54,11,20,11,18,9,26,14,10,5,2,5,19,53,10,26,9,10,6,21,8,12,4,3,12,78,57,60.4032,60.864000000000004,60.6336,128.64154528182394,94.00728309056365,94.00728309056365,128.64154528182394,34.63426219126029,-34.63426219126029,16.294227188081937,10.335917312661499,10.335917312661499,10.335917312661499,62.984496124031004,49.65156794425087,0.6203703703703703,0.4528301886792453,0.3333333333333333,0.18867924528301888,0.3,0.1875,0.8125,0.7,0.5645161290322581,0.4838709677419355,0.6939655172413793,0.30603448275862066
2007,136,1338,79,1460,58,N,0,30,55,10,21,9,14,8,36,21,17,3,7,12,23,69,5,20,7,12,13,17,12,8,9,1,15,79,58,67.3536,66.5088,66.93119999999999,118.0316504111685,86.65614840313637,86.65614840313637,118.0316504111685,31.37550200803213,-31.37550200803213,21.177894312222673,12.728044123886296,12.728044123886296,12.728044123886296,64.58469587965992,39.041464728056006,0.6363636363636364,0.3695652173913043,0.2545454545454545,0.17391304347826086,0.32,0.2653061224489796,0.7346938775510204,0.68,0.5945945945945946,0.33783783783783783,0.7510729613733905,0.24892703862660945
2007,136,1401,68,1335,52,N,0,24,51,5,13,15,27,11,29,10,8,4,5,13,21,58,4,20,6,8,8,19,8,10,2,1,19,68,52,57.48479999999999,60.97919999999999,59.23199999999999,114.80280929227446,87.79038357644518,87.79038357644518,114.80280929227446,27.01242571582928,-27.01242571582928,12.363996043521267,10.060362173038229,10.060362173038229,10.060362173038229,54.07124681933842,42.26267880364109,0.5196078431372549,0.39655172413793105,0.5294117647058824,0.13793103448275862,0.36666666666666664,0.21621621621621623,0.7837837837837838,0.6333333333333333,0.5970149253731343,0.44776119402985076,0.7712418300653595,0.22875816993464052
2007,136,1417,70,1451,42,N,0,27,58,10,19,6,9,13,22,18,13,6,5,18,13,38,1,6,15,22,6,19,8,17,5,3,13,70,42,59.48159999999999,56.332800000000006,57.9072,120.88306808134395,72.52984084880636,72.52984084880636,120.88306808134395,48.35322723253759,-48.35322723253759,19.3631669535284,11.007154650522839,11.007154650522839,11.007154650522839,56.488056810845706,44.04362416107383,0.5517241379310345,0.35526315789473684,0.15517241379310345,0.5789473684210527,0.40625,0.21428571428571427,0.7857142857142857,0.59375,0.5833333333333334,0.5333333333333333,0.7843137254901961,0.21568627450980393
2007,136,1433,79,1181,77,N,0,26,61,9,16,18,24,14,17,14,11,13,1,26,27,58,3,11,20,32,18,24,11,17,5,6,19,79,77,65.8176,68.2368,67.0272,117.8625990642605,114.87873579681084,114.87873579681084,117.8625990642605,2.9838632674496495,-2.9838632674496495,14.498757249378624,10.991207034372502,10.991207034372502,10.991207034372502,55.19843487982113,53.412874583795784,0.5,0.49137931034482757,0.39344262295081966,0.5517241379310345,0.3684210526315789,0.5142857142857142,0.4857142857142857,0.631578947368421,0.4246575342465753,0.5205479452054794,0.5121951219512195,0.4878048780487805
2007,136,1435,77,1203,44,N,0,26,61,12,31,13,16,15,26,22,11,6,3,22,13,48,3,14,15,25,14,22,6,20,3,5,16,77,44,61.4784,62.4,61.9392,124.31545773920232,71.03740442240132,71.03740442240132,124.31545773920232,53.27805331680099,-53.27805331680099,21.773555027711797,7.0588235294117645,7.0588235294117645,7.0588235294117645,56.58436213991769,37.28813559322034,0.5245901639344263,0.3020833333333333,0.26229508196721313,0.5208333333333334,0.40540540540540543,0.35,0.65,0.5945945945945946,0.5324675324675324,0.4805194805194805,0.9517241379310345,0.04827586206896552
2007,136,1450,70,1331,54,N,0,27,57,5,13,11,12,11,25,12,6,3,8,16,19,53,6,21,10,16,14,20,11,12,3,4,13,70,54,54.9888,55.7184,55.3536,126.45970632443057,97.55463059313215,97.55463059313215,126.45970632443057,28.905075731298425,-28.905075731298425,14.947683109118087,13.246628131021195,13.246628131021195,13.246628131021195,56.197816313423246,44.97001998667555,0.5175438596491229,0.41509433962264153,0.21052631578947367,0.3018867924528302,0.3548387096774194,0.358974358974359,0.6410256410256411,0.6451612903225806,0.5142857142857142,0.44285714285714284,0.6751269035532995,0.3248730964467005
2007,136,1462,79,1140,77,N,0,24,56,8,17,23,29,13,24,12,10,3,4,19,29,67,9,19,10,13,15,21,10,10,2,2,23,79,77,63.1296,65.0112,64.0704,123.30186794526018,120.180301668165,120.180301668165,123.30186794526018,3.1215662770951838,-3.1215662770951838,13.221683561040106,10.785159620362382,10.785159620362382,10.785159620362382,57.44618964514252,52.94279427942794,0.5,0.5,0.5178571428571429,0.19402985074626866,0.38235294117647056,0.38461538461538464,0.6153846153846154,0.6176470588235294,0.5068493150684932,0.4657534246575342,0.5721153846153846,0.42788461538461536
2007,137,1196,112,1238,69,N,0,43,73,10,28,16,27,24,38,27,12,5,6,13,25,69,6,22,13,14,7,12,10,8,8,1,20,112,69,69.9648,73.11359999999999,71.5392,156.55752370728217,96.45061728395062,96.45061728395062,156.55752370728217,60.10690642333155,-60.10690642333155,21.795285760413304,10.734220695577502,10.734220695577502,10.734220695577502,65.97549481621112,45.90207557211283,0.6575342465753424,0.4057971014492754,0.3698630136986301,0.2028985507246377,0.6666666666666666,0.15555555555555556,0.8444444444444444,0.3333333333333333,0.7654320987654321,0.4444444444444444,0.8136645962732919,0.18633540372670807
2007,137,1242,107,1310,67,N,0,40,74,13,22,14,26,13,37,29,12,14,7,26,21,66,2,19,23,34,16,27,9,21,12,1,17,107,67,81.0624,82.5216,81.792,130.8196400625978,81.91510172143974,81.91510172143974,130.8196400625978,48.90453834115807,-48.90453834115807,22.93577981651376,8.11103100216294,8.11103100216294,8.11103100216294,62.61704119850187,41.37845849802371,0.6283783783783784,0.3333333333333333,0.35135135135135137,0.5151515151515151,0.325,0.3018867924528302,0.6981132075471698,0.675,0.5376344086021505,0.43010752688172044,0.7929824561403509,0.20701754385964913
2007,137,1246,67,1437,58,N,0,20,44,5,19,22,31,10,27,12,11,5,5,18,18,55,7,21,15,20,10,20,8,8,5,2,22,67,58,56.294399999999996,59.327999999999996,57.8112,115.89449795195395,100.32658031661686,100.32658031661686,115.89449795195395,15.567917635337096,-15.567917635337096,14.880952380952381,10.025062656641605,10.025062656641605,10.025062656641605,58.11936155447606,45.45454545454545,0.5113636363636364,0.39090909090909093,0.7045454545454546,0.36363636363636365,0.3333333333333333,0.2702702702702703,0.7297297297297297,0.6666666666666666,0.5522388059701493,0.44776119402985076,0.6932515337423313,0.3067484662576687
2007,137,1272,73,1317,58,N,0,25,62,4,16,19,27,20,25,12,16,6,8,19,19,53,4,10,16,22,11,23,12,19,6,5,25,73,58,67.08479999999999,67.8528,67.46879999999999,108.19815974198445,85.96566116486437,85.96566116486437,108.19815974198445,22.232498577120083,-22.232498577120083,11.778563015312132,12.809564474807855,12.809564474807855,12.809564474807855,49.40443963183541,46.26675175494576,0.43548387096774194,0.39622641509433965,0.43548387096774194,0.41509433962264153,0.46511627906976744,0.3055555555555556,0.6944444444444444,0.5348837209302325,0.569620253164557,0.5443037974683544,0.684931506849315,0.3150684931506849
2007,137,1305,77,1166,71,N,1,28,62,7,20,14,17,15,33,16,19,2,9,16,30,71,3,19,8,12,11,20,12,6,10,1,17,77,71,70.5408,68.4288,69.4848,110.8156028368794,102.18062079764208,102.18062079764208,110.8156028368794,8.634982039237329,-8.634982039237329,15.313935681470138,12.728044123886296,12.728044123886296,12.728044123886296,55.411629245826134,46.53906659674882,0.5080645161290323,0.44366197183098594,0.27419354838709675,0.16901408450704225,0.42857142857142855,0.25,0.75,0.5714285714285714,0.6075949367088608,0.4430379746835443,0.5714285714285714,0.42857142857142855
2007,137,1332,58,1275,56,N,0,19,44,5,16,15,17,4,20,10,5,3,1,12,21,44,7,20,7,10,3,21,10,7,1,4,15,58,56,50.3808,50.303999999999995,50.3424,115.21103483346047,111.23824052885838,111.23824052885838,115.21103483346047,3.9727943046020897,-3.9727943046020897,15.042117930204572,15.29051987767584,15.29051987767584,15.29051987767584,56.33255633255633,57.85123966942149,0.48863636363636365,0.5568181818181818,0.38636363636363635,0.22727272727272727,0.16,0.13043478260869565,0.8695652173913043,0.84,0.5,0.5208333333333334,0.532258064516129,0.46774193548387094
2007,137,1345,72,1112,63,N,0,24,63,5,17,19,29,19,20,10,8,12,1,18,21,51,4,15,17,18,9,23,16,17,6,6,23,72,63,62.1696,64.2432,63.2064,113.91251518833536,99.67345078979343,99.67345078979343,113.91251518833536,14.239064398541927,-14.239064398541927,10.665529010238908,17.40644038294169,17.40644038294169,17.40644038294169,47.51847940865892,53.46232179226069,0.42063492063492064,0.45098039215686275,0.4603174603174603,0.35294117647058826,0.4523809523809524,0.3103448275862069,0.6896551724137931,0.5476190476190477,0.5492957746478874,0.5915492957746479,0.5240641711229946,0.47593582887700536
2007,137,1356,61,1221,51,N,0,18,41,2,12,23,30,9,19,11,18,9,3,21,14,42,1,11,22,31,11,19,10,20,9,0,23,61,51,60.672,62.0544,61.3632,99.40811430955361,83.11170212765957,83.11170212765957,99.40811430955361,16.29641218189404,-16.29641218189404,13.221153846153845,11.676786548341896,11.676786548341896,11.676786548341896,56.2730627306273,45.83033788641265,0.4634146341463415,0.34523809523809523,0.7317073170731707,0.7380952380952381,0.32142857142857145,0.36666666666666664,0.6333333333333333,0.6785714285714286,0.4827586206896552,0.4827586206896552,0.7184466019417476,0.2815533980582524
2007,137,1397,121,1253,86,N,0,43,73,14,27,21,30,16,27,25,6,11,4,20,32,65,12,21,10,14,9,19,11,13,2,3,23,121,86,73.152,72.1536,72.6528,166.54554263565893,118.37121212121214,118.37121212121214,166.54554263565893,48.174330514446794,-48.174330514446794,21.331058020477816,11.559478772593527,11.559478772593527,11.559478772593527,70.18561484918793,60.42720629567173,0.684931506849315,0.5846153846153846,0.410958904109589,0.2153846153846154,0.45714285714285713,0.25,0.75,0.5428571428571428,0.6056338028169014,0.49295774647887325,0.7166666666666667,0.2833333333333333
2007,137,1400,79,1308,67,N,0,25,51,4,16,25,26,9,21,11,15,8,4,14,25,62,7,25,10,12,16,18,14,17,5,0,22,79,67,65.7024,65.5488,65.62559999999999,120.37985176516483,102.09430466159549,102.09430466159549,120.37985176516483,18.285547103569343,-18.285547103569343,12.437810945273633,14.245014245014245,14.245014245014245,14.245014245014245,63.26073030108905,49.79191438763377,0.5294117647058824,0.4596774193548387,0.5098039215686274,0.1935483870967742,0.3333333333333333,0.43243243243243246,0.5675675675675675,0.6666666666666666,0.46875,0.421875,0.6714975845410628,0.3285024154589372
2007,137,1424,67,1210,63,N,0,19,60,8,30,21,27,24,20,15,9,5,5,20,25,61,3,11,10,17,21,20,11,11,6,4,23,67,63,54.60479999999999,56.1408,55.3728,120.99803513638466,113.7742718446602,113.7742718446602,120.99803513638466,7.2237632917244525,-7.2237632917244525,15.644555694618274,12.157382847038019,12.157382847038019,12.157382847038019,46.60545353366722,45.99883177570093,0.38333333333333336,0.4344262295081967,0.45,0.2786885245901639,0.5454545454545454,0.5121951219512195,0.4878048780487805,0.45454545454545453,0.5176470588235295,0.5176470588235295,0.5617283950617284,0.4382716049382716
2007,137,1425,77,1116,60,N,0,25,50,4,13,23,25,9,30,10,12,8,5,18,21,57,3,20,15,20,10,16,5,11,5,3,20,77,60,61.44,64.128,62.784,122.6427115188583,95.565749235474,95.565749235474,122.6427115188583,27.076962283384304,-27.076962283384304,12.048192771084338,6.112469437652812,6.112469437652812,6.112469437652812,63.114754098360656,45.59270516717326,0.54,0.39473684210526316,0.5,0.3508771929824561,0.36,0.25,0.75,0.64,0.6,0.38461538461538464,0.7853403141361257,0.21465968586387435
2007,137,1438,84,1107,57,N,0,30,56,9,17,15,18,15,26,16,8,3,5,14,22,58,8,26,5,7,12,13,16,9,2,4,19,84,57,54.6432,55.7568,55.2,152.17391304347825,103.26086956521738,103.26086956521738,152.17391304347825,48.913043478260875,-48.913043478260875,18.198362147406733,18.58736059479554,18.58736059479554,18.58736059479554,65.70713391739675,46.66011787819254,0.6160714285714286,0.4482758620689655,0.32142857142857145,0.1206896551724138,0.5357142857142857,0.3157894736842105,0.6842105263157895,0.4642857142857143,0.6212121212121212,0.42424242424242425,0.7457627118644068,0.2542372881355932
2007,137,1439,54,1228,52,N,0,15,42,6,14,18,28,4,18,11,9,11,4,12,19,45,6,17,8,15,9,28,12,21,3,1,22,54,52,56.947199999999995,61.05599999999999,59.001599999999996,91.52294175073219,88.13320316737175,88.13320316737175,91.52294175073219,3.3897385833604403,-3.3897385833604403,14.800861141011842,14.184397163120568,14.184397163120568,14.184397163120568,49.70544918998527,50.3875968992248,0.42857142857142855,0.4888888888888889,0.6666666666666666,0.3333333333333333,0.125,0.3333333333333333,0.6666666666666666,0.875,0.3728813559322034,0.5423728813559322,0.625,0.375
2007,137,1457,74,1323,64,N,0,28,62,8,21,10,19,10,33,20,13,5,6,16,28,67,4,22,4,13,12,29,10,13,10,2,22,74,64,70.4256,70.7712,70.5984,104.81823950684435,90.65361254645998,90.65361254645998,104.81823950684435,14.164626960384368,-14.164626960384368,19.34984520123839,10.447137484329295,10.447137484329295,10.447137484329295,52.58669698692439,44.004400440044,0.5161290322580645,0.44776119402985076,0.3064516129032258,0.19402985074626866,0.2564102564102564,0.26666666666666666,0.7333333333333333,0.7435897435897436,0.5119047619047619,0.4642857142857143,0.6476190476190476,0.3523809523809524
2007,137,1458,76,1394,63,N,0,22,55,7,20,25,30,11,23,13,10,8,4,21,20,46,6,12,17,25,7,27,16,17,5,5,26,76,63,64.512,64.32,64.416,117.98310978638848,97.80178837555887,97.80178837555887,117.98310978638848,20.18132141082961,-20.18132141082961,14.25438596491228,17.77777777777778,17.77777777777778,17.77777777777778,55.71847507331378,55.26315789473684,0.4636363636363636,0.5,0.5454545454545454,0.5434782608695652,0.2894736842105263,0.23333333333333334,0.7666666666666667,0.7105263157894737,0.5,0.5588235294117647,0.5939086294416244,0.40609137055837563
2007,138,1139,62,1268,59,N,0,23,52,12,26,4,6,8,15,14,12,10,0,15,23,49,6,11,7,15,14,23,13,17,4,8,13,62,59,56.294399999999996,56.25599999999999,56.2752,110.17286477880133,104.84191970885932,104.84191970885932,110.17286477880133,5.330945069942004,-5.330945069942004,17.36111111111111,15.186915887850468,15.186915887850468,15.186915887850468,56.734992679355784,53.05755395683453,0.5576923076923077,0.5306122448979592,0.11538461538461539,0.30612244897959184,0.25806451612903225,0.4827586206896552,0.5172413793103449,0.7419354838709677,0.38333333333333336,0.5166666666666667,0.5053763440860215,0.4946236559139785
2007,138,1207,62,1130,55,N,0,22,52,4,16,14,19,17,21,12,10,6,7,14,21,55,6,21,7,11,16,17,9,9,6,3,17,62,55,51.2256,50.7264,50.976,121.62586315128688,107.89391086001257,107.89391086001257,121.62586315128688,13.731952291274311,-13.731952291274311,14.570179698882953,11.562178828365878,11.562178828365878,11.562178828365878,51.3585155732273,45.955882352941174,0.46153846153846156,0.43636363636363634,0.36538461538461536,0.2,0.5,0.43243243243243246,0.5675675675675675,0.5,0.5352112676056338,0.4788732394366197,0.6242774566473989,0.37572254335260113
2007,138,1314,81,1277,67,N,0,25,52,6,16,25,34,14,26,12,10,6,3,17,22,59,8,20,15,17,11,18,15,10,5,0,27,81,67,60.44160000000001,62.860800000000005,61.6512,131.38430395515414,108.67590574068306,108.67590574068306,131.38430395515414,22.708398214471075,-22.708398214471075,13.489208633093524,16.397026672496718,16.397026672496718,16.397026672496718,60.48387096774193,50.391095066185315,0.5384615384615384,0.4406779661016949,0.6538461538461539,0.288135593220339,0.4375,0.2972972972972973,0.7027027027027027,0.5625,0.5797101449275363,0.463768115942029,0.6714285714285714,0.32857142857142857
2007,138,1326,78,1462,71,N,1,26,63,9,21,17,20,12,33,10,14,5,6,19,26,61,8,23,11,16,5,23,13,9,4,2,21,78,71,70.848,69.1584,70.00319999999999,111.42347778387276,101.42393490583288,101.42393490583288,111.42347778387276,9.999542878039875,-9.999542878039875,10.438413361169102,14.438027543314082,14.438027543314082,14.438027543314082,54.317548746518106,52.17519106407995,0.48412698412698413,0.4918032786885246,0.31746031746031744,0.26229508196721313,0.34285714285714286,0.13157894736842105,0.868421052631579,0.6571428571428571,0.6164383561643836,0.4794520547945205,0.5821596244131455,0.41784037558685444
2007,138,1338,84,1433,79,N,1,31,57,6,12,16,27,14,28,20,16,5,6,17,29,71,7,23,14,17,15,19,13,7,9,3,22,84,79,68.0448,67.6608,67.8528,123.79739671760044,116.42850405583852,116.42850405583852,123.79739671760044,7.368892661761919,-7.368892661761919,19.06941266209001,13.200649878147846,13.200649878147846,13.200649878147846,60.97560975609756,50.33129459734964,0.5964912280701754,0.45774647887323944,0.47368421052631576,0.23943661971830985,0.42424242424242425,0.3488372093023256,0.6511627906976745,0.5757575757575758,0.5526315789473685,0.4342105263157895,0.5833333333333334,0.4166666666666667
2007,138,1401,72,1257,69,N,0,19,41,5,8,29,39,6,19,9,11,6,1,23,20,45,5,18,24,31,8,22,5,14,3,7,28,72,69,60.633599999999994,62.0544,61.343999999999994,117.37089201877934,112.48043818466356,112.48043818466356,117.37089201877934,4.890453834115789,-4.890453834115789,11.514841351074718,6.439979392065945,6.439979392065945,6.439979392065945,61.89821182943604,58.83356070941337,0.524390243902439,0.5,0.9512195121951219,0.6888888888888889,0.21428571428571427,0.2962962962962963,0.7037037037037037,0.7857142857142857,0.45454545454545453,0.509090909090909,0.5723684210526315,0.4276315789473684
2007,138,1417,54,1231,49,N,0,17,47,2,9,18,24,9,29,10,10,6,2,19,17,52,5,16,10,21,13,25,8,12,4,4,19,54,49,56.2176,57.83039999999999,57.023999999999994,94.69696969696972,85.9287317620651,85.9287317620651,94.69696969696972,8.768237934904619,-8.768237934904619,12.893243940175347,9.84736582964057,9.84736582964057,9.84736582964057,46.90757470465601,40.00653167864141,0.3829787234042553,0.375,0.5106382978723404,0.40384615384615385,0.2647058823529412,0.30952380952380953,0.6904761904761905,0.7352941176470589,0.5,0.4473684210526316,0.6929824561403509,0.30701754385964913
2007,138,1435,78,1450,74,N,2,27,63,10,27,14,18,11,28,13,17,12,2,17,27,60,7,19,13,17,9,27,16,19,10,4,16,78,74,73.8432,74.38080000000001,74.112,105.24611398963731,99.84887737478412,99.84887737478412,105.24611398963731,5.397236614853185,-5.397236614853185,12.881490289338089,15.6128024980484,15.6128024980484,15.6128024980484,54.991539763113366,54.83106105512744,0.5079365079365079,0.5083333333333333,0.2857142857142857,0.2833333333333333,0.2894736842105263,0.24324324324324326,0.7567567567567568,0.7105263157894737,0.52,0.5066666666666667,0.508,0.492
2007,139,1196,74,1345,67,N,0,21,42,5,18,27,31,7,24,11,15,7,4,14,28,59,5,17,6,13,11,17,15,12,12,1,23,74,67,61.0944,63.09119999999999,62.0928,119.17645846217275,107.90300968872397,107.90300968872397,119.17645846217275,11.273448773448777,-11.273448773448777,13.473787359137678,16.354121238552114,16.354121238552114,16.354121238552114,66.49892163910856,51.761433868974045,0.5595238095238095,0.5169491525423728,0.7380952380952381,0.22033898305084745,0.2916666666666667,0.3142857142857143,0.6857142857142857,0.7083333333333334,0.5254237288135594,0.4067796610169492,0.6053811659192825,0.39461883408071746
2007,139,1242,88,1246,76,N,0,30,53,10,16,18,23,9,21,19,11,7,5,21,24,58,10,26,18,23,15,17,17,12,5,2,22,88,76,62.5152,62.5152,62.5152,140.76576576576576,121.57043407043406,121.57043407043406,140.76576576576576,19.195331695331703,-19.195331695331703,20.403780068728523,17.504118616144975,17.504118616144975,17.504118616144975,69.7084917617237,55.7839107457428,0.660377358490566,0.5,0.4339622641509434,0.39655172413793105,0.34615384615384615,0.4166666666666667,0.5833333333333334,0.6538461538461539,0.4838709677419355,0.41935483870967744,0.6188679245283019,0.38113207547169814
2007,139,1272,78,1305,62,N,0,23,59,6,17,26,34,16,24,10,10,7,5,16,21,57,5,21,15,17,10,20,16,14,5,5,22,78,62,65.2416,65.74080000000001,65.4912,119.09997068308414,94.66920746604123,94.66920746604123,119.09997068308414,24.43076321704291,-24.43076321704291,10.642826734780757,16.93480101608806,16.93480101608806,16.93480101608806,52.73120605732828,48.07692307692307,0.4406779661016949,0.41228070175438597,0.576271186440678,0.2982456140350877,0.4444444444444444,0.29411764705882354,0.7058823529411765,0.5555555555555556,0.5714285714285714,0.5142857142857142,0.6197916666666666,0.3802083333333333
2007,139,1332,75,1457,61,N,0,27,56,11,23,10,12,10,21,8,10,4,0,13,24,61,8,31,5,8,18,20,13,15,4,3,14,75,61,58.8288,59.0592,58.944,127.23941368078175,103.48805646036917,103.48805646036917,127.23941368078175,23.751357220412586,-23.751357220412586,10.090817356205852,14.051015996541288,14.051015996541288,14.051015996541288,61.19451697127937,47.27216367017979,0.5803571428571429,0.45901639344262296,0.21428571428571427,0.13114754098360656,0.3333333333333333,0.46153846153846156,0.5384615384615384,0.6666666666666666,0.4492753623188406,0.43478260869565216,0.5989847715736041,0.4010152284263959
2007,139,1356,63,1439,48,N,0,19,43,12,21,13,23,6,24,11,9,5,3,19,19,46,2,13,8,16,5,24,3,11,3,2,21,63,48,53.87519999999999,56.6784,55.276799999999994,113.971865230983,86.8357068426537,86.8357068426537,113.971865230983,27.136158388329292,-27.136158388329292,15.043763676148796,4.4749403341288785,4.4749403341288785,4.4749403341288785,59.299698795180724,45.248868778280546,0.5813953488372093,0.43478260869565216,0.5348837209302325,0.34782608695652173,0.2,0.1724137931034483,0.8275862068965517,0.8,0.5084745762711864,0.5084745762711864,0.7583333333333333,0.24166666666666667
2007,139,1397,77,1438,74,N,0,22,54,11,26,22,32,12,27,12,16,7,0,25,18,48,7,26,31,36,6,23,5,12,5,5,26,77,74,69.1968,67.0464,68.1216,113.03316422397596,108.6292747087561,108.6292747087561,113.03316422397596,4.403889515219859,-4.403889515219859,12.489592006661116,6.185056902523503,6.185056902523503,6.185056902523503,56.551116333725034,57.95739348370927,0.5092592592592593,0.4479166666666667,0.5925925925925926,0.75,0.34285714285714286,0.18181818181818182,0.8181818181818182,0.6571428571428571,0.5735294117647058,0.5147058823529411,0.5380116959064327,0.4619883040935672
2007,139,1424,74,1458,68,N,0,24,52,10,20,16,20,6,27,12,9,3,2,22,21,51,5,21,21,27,7,24,14,8,6,1,21,74,68,61.248,61.324799999999996,61.2864,120.74456975772765,110.95446950710108,110.95446950710108,120.74456975772765,9.790100250626566,-9.790100250626566,14.66992665036675,16.49387370405278,16.49387370405278,16.49387370405278,60.85526315789474,54.07124681933842,0.5576923076923077,0.46078431372549017,0.38461538461538464,0.5294117647058824,0.2,0.20588235294117646,0.7941176470588235,0.8,0.515625,0.46875,0.5277777777777778,0.4722222222222222
2007,139,1425,87,1400,68,N,0,27,59,6,16,27,38,13,30,13,10,6,2,16,24,64,7,28,13,16,11,24,10,14,3,3,27,87,68,69.8112,71.0784,70.4448,123.50095393840283,96.5294812392114,96.5294812392114,123.50095393840283,26.971472699191423,-26.971472699191423,13.168557536466775,10.52188552188552,10.52188552188552,10.52188552188552,57.44849445324881,47.86036036036035,0.5084745762711864,0.4296875,0.6440677966101694,0.25,0.35135135135135137,0.2682926829268293,0.7317073170731707,0.6486486486486487,0.5512820512820513,0.47435897435897434,0.7268292682926829,0.2731707317073171
2007,143,1242,61,1356,58,N,0,25,42,1,6,10,19,6,20,16,19,9,1,16,21,57,6,25,10,14,17,14,9,15,6,2,21,61,58,60.825599999999994,58.71359999999999,59.7696,102.0585715815398,97.0392975693329,97.0392975693329,102.0585715815398,5.019274012206893,-5.019274012206893,18.744142455482663,10.325837540156035,10.325837540156035,10.325837540156035,60.56393963463066,45.91513616212793,0.6071428571428571,0.42105263157894735,0.4523809523809524,0.24561403508771928,0.3,0.4594594594594595,0.5405405405405406,0.7,0.45614035087719296,0.3508771929824561,0.7028985507246377,0.2971014492753623
2007,143,1272,65,1401,64,N,0,23,54,5,17,14,21,11,20,8,8,2,6,15,28,59,3,10,5,10,12,24,14,8,4,0,20,65,64,57.83039999999999,57.024,57.4272,113.18678256993202,111.44544745347153,111.44544745347153,113.18678256993202,1.7413351164604904,-1.7413351164604904,10.095911155981826,16.39344262295082,16.39344262295082,16.39344262295082,51.39152435167615,50.473186119873816,0.4722222222222222,0.5,0.3888888888888889,0.1694915254237288,0.3142857142857143,0.375,0.625,0.6857142857142857,0.4626865671641791,0.5223880597014925,0.4696132596685083,0.5303867403314917
